ID ,url,firstComment,latestComments/0/text,latestComments/1/text,latestComments/2/text,latestComments/3/text,latestComments/4/text,latestComments/5/text,latestComments/6/text,latestComments/7/text,latestComments/8/text
JDC COMMENTS,https://www.instagram.com/p/CnhigO9I0vA/,,,Justament a la Sirena las venen congelades i no passa res,"Doncs a tot arreu en venen de moluscs congelats i quan els faig mai tinc cap problema, no s'enganxen. Aquesta no en té ni idea.",No amb van agradar gens..,Nostres en venem de fa molts anys congelades! I mireu a la nostra web @nzacasa quina bona pinta tenen! A més són bonissimes!,jajaja aquesta noia no té ni idea jajaja,"Jo crec k el comentari del pare al final sobre una mica...veig k tothom ensalça aquest home, i ni han a milers arreu k tiren del restaurant així...sembla k sigui l únic k ho fa","No m van agradat gens, no tenien ni idea d lo q és un restaurant, vaig sentir vergonya aliena.",
JDC COMMENTS,https://www.instagram.com/p/CkLqtf5LKbb/,"Trobem a faltar el joc de cartes.  ..setmana q ve , si ?","Trobem a faltar el joc de cartes.  ..setmana q ve , si ?",La nit es llarga. Igual es pot fer,Tota la setmana esperant llastima paciencia i espera una setmana mes.,,Esperaba qué terminado el fútbol lo diera..... Pero NO,Qui tingui ELA o un familiar o conegut amb aquesta CRUEL malaltia  va agrair que ahir fessin aquest partit per tv3 . Joc de cartes ja ho mirem la setmana vinent.,,,dons jo ho esperava
JDC COMMENTS,https://www.instagram.com/p/Cuoz3VGooJf/,Els tres son bon,Els tres son bon,Quina diferència amb la setmana passada on els dos zanganus Aquells no es van presentar al final,"Programas así gusta verlos, buen ambiente, educación respeto y platos bien elaborados. Por cierto, las cocinas no deberían ser valoradas por su tamaño, si no por la limpieza y lo que sale de ellas. Tiene más valor una cocina pequeña donde el espacio es una traba para cocinar, que una super cocina equipada con todos los medios. El mérito es para la cocina pequeña, es mi opinión.",Bon programa amb gent educada,"Avui programa BRUTAL!!!! Germanes guanyadores , s’ho mereixien aquestes nenes , cada setmana us supereu @jocdecartestv3 i @tv3cat",Emmm Cristina no calla!! No calla!! ‍♀️,Avui ha estat un bon programa i els 3 restaurants molt bons concursants,"@larbredejuliette les millors de calaix amb un producte fantàstic i unes molt bones presentacions, no es pot suspendre una cuina per ser petita @restaurant.eltraguinyol però la veritat és que es cuina molt bé, excepte el foie i @restaurantmontserrat39 m'ha fallat els calamarsgelucitats als 3avuu ha sigut molt emocionant!",
JDC COMMENTS,https://www.instagram.com/p/CnSo92Ws5RD/,S'ha fet molt llarga la espera. Quienes ganes,S'ha fet molt llarga la espera. Quienes ganes,,,Que ganitas!!!!,,Ja en ganes @madxef ❤️❤️❤️❤️❤️,bravo @madxef ❤️❤️❤️❤️,,
JDC COMMENTS,https://www.instagram.com/p/CnSlEFPsA9F/,"A mi les de rostit del Nandu Jubany, però en general totes sempre i quan estiguin bé fetes, felicitats pel premi a Joc de Cartes, ben merescut","A mi les de rostit del Nandu Jubany, però en general totes sempre i quan estiguin bé fetes, felicitats pel premi a Joc de Cartes, ben merescut",Les de carn d'olla.,"Les de @umami.croqueteria, la de  xampinyons espàrrecs i pernil, i la d'espinacs i salmó!!!","Les de la croqueteria Umami de Rubí, les millors croquetes artesanes que hem tastat mai!!! En tenen més de 30 variatats diferents. El sabor favorits.... Què tinguin gust del que diuen què és la croqueta!! Les de pollastre coco curry, les de calçots escalivats...",Les croquetes de gamba de Nandu Jubany,Amb caràcter,De rostit,De pollo❤️,@marta_nalu
JDC COMMENTS,https://www.instagram.com/p/CnSmwoTs1Fd/,,,Jo he anat a Casa Rafols i puc dir que m’ha encantat la cuina i l’espai! Hi tornaré @casarafols,❤️,"Això que va pasar l'altre dia al programa crec que és mereix una explicació. El tema del Àmfora cuidado que no estigueu anant estil Telecinco... Volem televisió de qualitat i no de ""xafareig"" @tv3cat I @jocdecartestv3 es veritat que van tenir un accident de trànsit i tot i saber-ho us ho heu callat?",Que buena gente,Una parella molt maca. Enhorabona,"Els mes humilds , s’ho mereixeien, vaya personatges els dos “encorbataos” jajjaaj dos","Tampoc era un lloc per a tirar coets, correcte sensa més.",
JDC COMMENTS,https://www.instagram.com/p/CnZQyIns0Tw/,Jo prefereixo posar els ulls en blanc,Jo prefereixo posar els ulls en blanc,@babulabar1937 grande pol y leo!! Putos cracks!! Cuidado la leche de tigre! Jajajajajajajajj,Millor simples,Elaboracions simples,CADAVERS...,Molta corbata pr a res!,Marc tu un 10! Com sempre!!!,Porque hacen ceviche? Un plato Catalán!! No mezclen platos de diferentes países.,
JDC COMMENTS,https://www.instagram.com/p/CnOvALYKgDZ/,Jo,Jo,Quin parell de gilipolles aquests del restaurant ANFORA.... per què sempre els més xulos i que van de perfeccionistes i crítics son al final els més cutres?? Quin parell de,Vaia q Morro….ha d venir i escolta al altres del opinio…,Tinc els ulls en blanc …. del preu i del Pop Marroquí. I per rematar …. El paellero rapero ….. tota una experiència …,Jo si que posava els ulls en blanc per no veure aquesta gent venedora de fum vergonyós !,"... uns  
El més gran semblava un predicador...
vaia parell!!
Aquest ‘restaurant’ hauria d’estar tancat per sanitat. 

Els altres dos concursants estupendos.",El pulpo marroquí es unos de los mejores del mundo. Son de Dajla. ‍♂️,,
JDC COMMENTS,https://www.instagram.com/p/CnRcU5jtQhj/,Vaya uns burrus els paella experience,Vaya uns burrus els paella experience,Després de veure aquets capitul.Em marxen les ganes de anar a mengar fora!!! Molt postureo i poc sabó!!!,M’encanta Joc de Cartes ❤️❤️❤️ és brutal,Abans de treure misèria davant les càmeres trobo que s'hauria de fer alguna visita per no tenir aquestes sorpreses i si no compleix els estandards descartar la participació.,Com te’n enfoties d’aquells dos,"Quin parell de FANTASMOTS., Dos il.luminats que no tenien ni idea de res",,,
JDC COMMENTS,https://www.instagram.com/p/CnSh_tgIfYV/,I loved watching my hometown!! Gracies Marc.,I loved watching my hometown!! Gracies Marc.,"Marc xi us plau, una categoria puntualitzable a romancer@  i m'he quedat amb ganes de veure si a Ràfols tenien ""espàrrecs"" o algún ""bom bí""",He trobat a faltar la furgo i el @joanet1981,Motomami motomarc,Meva no ho és  la moto,"""Motorisao""!!!! Un gran de la CUINA!!!!!!!!!",@castanyera exacte,,
JDC COMMENTS,https://www.instagram.com/p/CnAnMfYtq8_/,PAELLA BAD EXPERIENCE,PAELLA BAD EXPERIENCE,vergüenza ajena de estos dos personajes.,No em crec que aquest programa no estigui totalment pactat. Ho ha de estar 100%. Hi han un munt de coses que són surrealistes. El que no entenc és com els propietaris dels restaurants es deixan donar aquesta mala imatge. No entenc res.,"@babulabar1937 em va semblar genial la presentació. El tinc apuntat per anar a visitar-lo. De fet, creia que guanyaria. El xef per ser tant jove un crack!! Que dir de @amforabcn que no s’hagi dit ja??? Doncs… he rebuscat comentaris antics de clients, perquè em sembla surrealista tot. I no teniu vergonya. Feu servir un to agressiu amb tots els comentaris que no són positius, atacant a la gent i infravalorant-la dient que no saben distingir bona qualitat o no entenen de cuina, acusant de mentir i de ser falsos per no dir a la cara el que no els hi havia agradat. Molt molt molt malament les contestacions!!! Feu-vos-ho mirar.",Paella experince la que em feia la meva avia  pringats,@silviabdln DE FÀSTIC JAJAJAJAJAJAJAJAA,,,
JDC COMMENTS,https://www.instagram.com/p/CnEnqMHoNc_/,@itsalbaairiss hay capítulos nuevos,@itsalbaairiss hay capítulos nuevos,,@neusllongarriu,@marcblasco de nada!,Uooo quines ganes i quina ilussio,,,@susanajaenbarnes,M'agrada!!
JDC COMMENTS,https://www.instagram.com/p/CnHMGKzIOSN/,Madre mía lo que nos hemos reído con este programa,Madre mía lo que nos hemos reído con este programa,Venedors de fum,@angelsarman,@angelsarman  jo també el tinc al costat de casa es un restaurant enfocat als guiris,,,,,
JDC COMMENTS,https://www.instagram.com/p/CnAprdZNtyd/,Paella ixpiriensI lo que men vaig riure!!!Quins cantamañanas.,Paella ixpiriensI lo que men vaig riure!!!Quins cantamañanas.,Ara hi ha una nova direcció. Tot és publicitat,"Quins personatges aquests dos!! Jo no aniria al seu restaurant només de veure'ls a ells, però després d'haver vist la manca d'higiene i els exageradíssims preus, encara menys...","Després de haver vist com tenien la cuina, no entraria ni al restaurant!",,Voleu dir que no eren actors i tot era una pressa de pèl.,Las autenticas paellas fumadas es condimentan a la llar de foc i son extraordinarias Can Gallart de Santa Coloma,Fantasmas,Fantasma experience
JDC COMMENTS,https://www.instagram.com/p/CnAjqnpPX5k/,"Els he tastat tots!!! Ufff sóc clienta habitual del Sants es Crema!! No em canso mai deLs seus entrepans.
Haurieu d’haver demanat les patates amb papada!! 
Aix el diu que podeu provar les croquetes de carn d’olla uuuuuuuffffff uffffff delicatessen!!","Els he tastat tots!!! Ufff sóc clienta habitual del Sants es Crema!! No em canso mai deLs seus entrepans.
Haurieu d’haver demanat les patates amb papada!! 
Aix el diu que podeu provar les croquetes de carn d’olla uuuuuuuffffff uffffff delicatessen!!",Si molt bona pinta,Jo me'ls menjaria tots ...,El millor...la Pilar impresentable...prepotent..maleducada...,,Di,Bonissim,"@jocdecartestv3 Aqui jo anire a part de que es del meu barri,super bé",La Pilar molt prepotent i maleducada.
JDC COMMENTS,https://www.instagram.com/p/CnSjP6JsHdK/,"A veure quina presa de pèl es aquesta: al ig de la menuda surten 250 fotos, la majoria són dels àpats que preparen i només 4 son d'entrepans,  que evidentment és poden fer de qualsevol cosa, però justament els que surten al programa semblen plats normals i corrents (no gourmet com diu la Pilar) ficats entre dos trossos de pa. Que fa un lloc així participant en una competició del millor entrepà? No","A veure quina presa de pèl es aquesta: al ig de la menuda surten 250 fotos, la majoria són dels àpats que preparen i només 4 son d'entrepans,  que evidentment és poden fer de qualsevol cosa, però justament els que surten al programa semblen plats normals i corrents (no gourmet com diu la Pilar) ficats entre dos trossos de pa. Que fa un lloc així participant en una competició del millor entrepà? No","Vale todo por la audiencia, con humillaciones .",@santsescrema,@calmarius449 molta sort!!!,,@oscarmrc03,Oooooooh si! @natyser,"@silviatssen No ho entenc, de debò no heu trobat a Barcelona quatre llocs especialitzats en entrepans, per haver  de posar un que no ho és?",
JDC COMMENTS,https://www.instagram.com/p/CnC_k3DBoGo/,Lo millor el parking..,Lo millor el parking..,@laiaalv el platoooo,"Volem que el José presenti el joc de cartes amb el Marc, perquè és molt divertit. El restaurant súper!!!",Congrats,Flor de Sal el ganador indiscutible. Salta a la vista. José for Presidente.,Que pinta todo,Jose presidente,@vvv.1909 jajajajaja siiii cuando lo vi lo pensé,
JDC COMMENTS,https://www.instagram.com/p/CnAlcifITXU/,La propietaria de @lamenudabysola.bcn ha tirado por tierra el trabajo del cocinero. Esa actitud tan prepotente ha conseguido que no tenga ningún interés en pisar ese local.,La propietaria de @lamenudabysola.bcn ha tirado por tierra el trabajo del cocinero. Esa actitud tan prepotente ha conseguido que no tenga ningún interés en pisar ese local.,"Pots fer-ho mb que si l'actitud no acompanya tens poc a fer noia. Més val no fer - ho tant bé com creus q ho fas i ser una mica millor persona, així segur guanyaràs clients, no en perdràs com en aquest cas, a mi em fa pena la seva parella, en aquest cas el cuiner pq tenir aquest personatge al costat el desmereix totalment","El patétic personatge de la Pilar ha tot un esforç per guanyar, puntuant fatal,  peró aixó es gira del revés, no trepitjaré els seu local ni boig. Per altre banda precisament els seus bocates eren forçats, era un bon menjar ficat com fos dins un troç de pà. Mandonguilles grans, carn amb molt bona pinta per menjar amb forquilla i ganivet, peró no embotida dins un pà.",Un lloc on no aniré i recomanaré no anar-hi mala gen,Uff quina engunia fan,"No entenc a gent con la Pilar que sabent el que costa tirar endavant un negoci fins i tot s'atreveixi a mentir per desprestigiar als altres. Encara que hagués guanyat amb aquestes males arts tothom li agafa mania a una persona així i fa que el que pugui tenir de bó es converteixi en dolent. El teu premi hauria de ser aprendre a tenir més humilitat, més companyerisme i acceptar que ningú, ni tu mateixa ets perfecta.",Per cert!!!....segueixo flipant amb la selecció musical clavant els moments...es pot saber qui n'és il responsable??,"Amb aquestes faltes de respecte i actituts (no tant sols d'aquest programa), jo recomano canviar el sistema de vots i que no votin els participants!!...o fer-los un examen psicològic abans de participar!!!...Salut i Fefes!!!","Marc, cal que seleccionis millor els establiments que portes al programa, sino el programa anirà a menys !!!!"
JDC COMMENTS,https://www.instagram.com/p/CnAme22oAG7/,Espavila xaval perquè té quedaràs a la cua però de l’univers,Espavila xaval perquè té quedaràs a la cua però de l’univers,Quin personatge la Pilar. Supèrbia en estat pur. Persona tòxica. Els altres tres concursants molt respectuosos. Us mereixeu un premi només per haver-la aguantat,La menuda vaya personaje.....,"@jocdecartestv3 #jocdecartestv3 @madxef Pilar de @lamenudabysola.bcn me parece una ""persona tóxica"" por llamarla de alguna manera suave",@oakinito lo que viene siendo una mala pec..... ora,Holaaaa et dius com Jo...,,,
JDC COMMENTS,https://www.instagram.com/p/Cm9CdqbId2P/,"Hauria d'haver quedat segon!! M'ha fet pena, puntuació molt poc justa","Hauria d'haver quedat segon!! M'ha fet pena, puntuació molt poc justa",Jo em quedo amb els cargols encara que ho fan tot molt bo.,A mas sunyol la meva filla hes ba casar al jardi i el convid dins i el menjar molt bo tot que bonica la masia,"Estupefacció i com a espectador bocabadat de veure concursants que ni saben de vins,fan de experts y anolegs.  Una vida dedicada al menu del dia, jo no pago 20 € per un menu amb posters del coche fantàstic, . I seguire en una estona que nhi ha per escriure un llibre","Gens justa la seva nota! Te molt bona pinta, si vaig per allà ja sé on aniré a menjar!",Cargols,Els cargols,Este restaurante fue genial,Doncs tots tenen una pinta espectacular!! Però si només pugués triar un... Les gyozes....mmmm amb confit d'ànec i seps!!
JDC COMMENTS,https://www.instagram.com/p/Cm_kMvHonQA/,"Altre cop el setciències O potser prepotent , quina cosa més creguda i empalagosa és la mediocritat a les xarxes són la classe dominant a la busca d'una classe que és deixi dominar i manipular...","Altre cop el setciències O potser prepotent , quina cosa més creguda i empalagosa és la mediocritat a les xarxes són la classe dominant a la busca d'una classe que és deixi dominar i manipular...",Algú em pot dir per què no están els capítols disponibles per a veure'ls a tv3 a la carta?,Hola,"No hi ha millor alegria que
 fent passos positius
 Es pot trucar a @aless_fx_crypto_trader
 un àngel perquè realment va ajudar
 moltes persones invertint-hi Bitcoin per ells","No veus que el teu ofici és un malbaratament, no coneixes la persona adequada per treure't d'aquesta situació.  guanyar diners és una opció personal, però avui us cobro que inicieu un comerç amb el senyor Alessandro Rocco, confiable i compromès i vegeu com funciona @aless_fx_crypto_trader",,,,
JDC COMMENTS,https://www.instagram.com/p/CmyjuZtInJY/,"Nadia tu paso lamentable.... Es que sin criterios, no entiendes ni de cocina, ni de vinos,... Lo mejor de un sitio el parking... Jajajajjaja de verdad de chiste... No tienes ni idea de verdad, tienes que aprender de la profesion","Nadia tu paso lamentable.... Es que sin criterios, no entiendes ni de cocina, ni de vinos,... Lo mejor de un sitio el parking... Jajajajjaja de verdad de chiste... No tienes ni idea de verdad, tienes que aprender de la profesion","@silvia88cata doncs ells s'hi van avenir a participar al programa ""basura"".",,,,,,,
JDC COMMENTS,https://www.instagram.com/p/CnAiQHEokQ2/,Anirem al Narciso!!,Anirem al Narciso!!,"No se per que per un bocata s’havía d’obrir vins de qualitat, amb una bona cervesa de barril, els bocates entren molt millor i més barat. Tirar una bona cervesa no es fácil, l’escuma també té un punt i molta importància per que sigui bona.",No se com podeu deixar a gent que no rulla be i es tan evident,Pero si que nire en va agradar,No,"Jo sí aniré! La Federica és un ❤️ i els entrepans tenen bona pinta, amb un refresc o cervesa no me sembla tan car",❤️,Aquí se demuestra que no hace falta fogones para comer un buen bocata o ensalada y la chica muy agradable.,"Me ha llamado la atención y me ha gustado su manera de ser, es posible que lo visite."
JDC COMMENTS,https://www.instagram.com/p/CnAgqqLtqHy/,"Cap. És una imperdonable, puntuant els altres restauradors com ho ha fet ..","Cap. És una imperdonable, puntuant els altres restauradors com ho ha fet ..","Concursant molt poc justa, quina pena. No tot s'hi val...",No hay Nadia al volante.,"Molt injust, la Nàdia no mereix la tercera posició en què ha quedat, mereixia quedar la última",Las votacions d’aquesta dona son un insult!,L’ho bó que te el programa es que descobreixes llocs on anar i SOBRETOT ha on NO demanar no l'hora.,"Qui ha fet el casting?? Amb aquest bar, s’ha lluit",,
JDC COMMENTS,https://www.instagram.com/p/Cm1W5mYo5Wo/,Vaja nit!!,Vaja nit!!,Espectacular,On estan els conductors de cabify?,Ya tenemos 2 sitios para ir y 1 para no ir nunca,Ha sido un principio de temporada brutal!!! Que fuerte que no se hayan presentado!!!,"Tots dos genials!! Apuntats a la llista per fer una visita segura! El programa segurament el més inversemblant de la història de joc de cartes. Com a ampostí, només puc dir que allò, NO és PAELLA. És arròs en coses vàries!",Mare de Deu senyorels 3ses volatilitzats versus es-fumats Enhorabona als 1ers i 2ons,Dos restaurants a la llista,"moltes felicitats, dos restaurants on cal anar!"
JDC COMMENTS,https://www.instagram.com/p/CmumE4woJky/,Pastrami me moro de mania,Pastrami me moro de mania,"Ostres marc, com et fiqués les botes nen!",Sembla més amb la bruticia de les cuines el programa de Chicote,"Crec que anira millorant, perque va aceptar les critiques b. Tambe es una opcio per els que no menjen gluten, encara que ja se sap que un pa bo no pot competir mai amb un pa sense gluten, desde la meva humil opinio. Crec que tot davant la camara uns ho porten millor que uns altres.",@escoladecuinetes més que mentidera ben quedada.,@eduardu,,,
JDC COMMENTS,https://www.instagram.com/p/CmunDO8ohD_/,Felicitats a tot l'equip de Joc de cartes !!!  Esperant la propera temporada,Felicitats a tot l'equip de Joc de cartes !!!  Esperant la propera temporada,Molt bona esperiencia,"❤️❤️❤️ un plaer compartir amb vosaltres un sommi fet realitat,graciassssss",Oooo que mal que se acabe y además más tarde ❤️,"Tot lo bó, s'acaba!",Ohhhhh nooo,❤️❤️❤️❤️,"No cal el ""refrito"" per omplir.",Haurà un gra de pus cóm cada setmana??
JDC COMMENTS,https://www.instagram.com/p/CmukW_Uopoq/,@angelesteveh d’aquí uns anyets aviam que passa,@angelesteveh d’aquí uns anyets aviam que passa,A qui li va tocar l’àpat?  No ho trobo.,@cantamanyanes_lleida hi hem estat i realment ho fan molt bé! I tema gluten super controlat. Ens va encantar.,I les dones xef?,Per quan una dona xef???,Crec q em Marc te q buscar restaurants del mateix nivell i no aquesta diferencia de categoria tant de preu com de experiencia,"Últimament , això es un realiti,ha perdut el encant del principi, fins i tot el Marc es veu una mica apagat … no es just la selecció , no tenen el mateix nivell","Carballeira siempre! He tenido la suerte de comer y cenar muchas veces, de hecho alguna comida con la sobremesa llego a ser cena  @carballeiralleida","Per mi tenia que guanyar el @cantamanyanes_lleida ,me va encantar"
JDC COMMENTS,https://www.instagram.com/p/Cmui5tloVnC/,,,Ya estoy preparada para verlo,"Aviam si avui tenim un programa tranquil, sense follons i merdés. Som-hi","Dessitjant bon rotllo, competir amb respecte, bon ambient i que guanyi el millor , prou ja de restauradors estirats, excés d'Ego i comportaments xul'lescs!!!","@joanmontals jo no t'estic preguntant res, només et comento a veure com anirà, descansa",,,,
JDC COMMENTS,https://www.instagram.com/p/Cmuhf5sI6ut/,@alex_crxt son éstos de los q hablabas ayer?,@alex_crxt son éstos de los q hablabas ayer?,"Com cada setmana, ho heu tornat a fer. Trieu un restaurant que no juga en la mateixa lliga que els altres 3. Us llegiu els comentaris, o passeu de tot?","Crec que és injust competir 3 restaurants de 100€ la factura, amb un de 300€. Només el vi no pot competir un de 14€ amb un de 40€.",Injust competir restaurants que començen amb un que és de tota la vida .,@yaizaochoa siii,@nuria_moix es de hostia el noi del carballeida!!,,,
JDC COMMENTS,https://www.instagram.com/p/CmwKJvUBqZm/,@alex_crxt,@alex_crxt,Faaaaaan de los tips culinarios en cada entrada de programa!!!! ❤️,Ha estat un bon programa. Gràcies per enfocar tant bé la Seu Vella i Lleida,I les dones joves Xef? 4 joves homes? De veritat? Quina vergonya. Així NO @madxef,"Tant dir el barbas a la promo q el pop amb parmentier de papata és ""caca"", però cuan un serveixen no diu res, només sap fotre merda i marcar musculitos",Avui a casa nostra ❤️,❤️❤️,,
JDC COMMENTS,https://www.instagram.com/p/CmcnX_do6O5/,Lligues totalment diferents. Déu n'hi do .,Lligues totalment diferents. Déu n'hi do .,Dons si. Sens dubte,Molt bona presentació.,I tant que si!!! El pròxim dinar fora de casa serà alli!!!,buah te una pinta....,@hostelredes ja ha fracassat el teu negoci - estafa de gestió de xarxes socials amb un perfil amb 8 seguidors o encs,@hostelredes o encara estem en ello? Tontet,,
JDC COMMENTS,https://www.instagram.com/p/Cmcn5v0IC71/,M’encanta el vostre show! Trec molta inspiració per la meva conta☺️,M’encanta el vostre show! Trec molta inspiració per la meva conta☺️,A lleida només hi ha homes? Visca el patriarcat!,,"Xef jove de Lleida, tot 4 nois? I les Xefs Dones Joves de Lleida? A si No",Lo veo desde hace años y sigo pensando lo mismo… porqué ha de puntuar la cocina ? Yo cuando voy a un restaurante voy por la comida,El Cantamañanes,Us ah faltat el ronabehi avui al joc de cartes,@carballeiralleida 100%,
JDC COMMENTS,https://www.instagram.com/p/CmjFcq7IsVb/,anirem aviat,anirem aviat,jo he menjat allí i vaig menjar molt bé❤️❤️,,Cap Dona Xef a Lleida? Vergonya. Així NO,Per mi el guanyador d'ahir vespre❤️,Molt bo tot,M'ho han dit totaa vida!,,
JDC COMMENTS,https://www.instagram.com/p/CmtTIkKIToB/,,,Me encanta can llatas es genial i tot molt booo,"Quanta agressivitat, massa competitius....Si els haguessin donat navalles en lloc de bolis s,haguessin matat!",,Cap son carisims  al Cantamanyanes es menja millor i a millor preu,Ho torneu a fer..competir restaurants nivells molt diferents a aixo no te sentit. Es com fer competir un Fiat600 amb un Porche els dos son bons en el seu nivell.,,,
JDC COMMENTS,https://www.instagram.com/p/Cmuf-UAorS0/,Hem sembla un programa entretingut i molt be portat. Felicitats al Marc i tot el seu equip,Hem sembla un programa entretingut i molt be portat. Felicitats al Marc i tot el seu equip,"Em sembla que us esteu convertit en un culebrón! Abans era més autèntic, ara ja critican tonterias i no van a lo que toca.",Molt be portat,Per mi genial ... el Mar  un gran prsentador,"Molt be, com sempre. El que os comentariem es que darrerament veiem que en alguns programas la diferencia entre el nivell de restaurants es massa gran i no estan en la mateixa lliga.",No sé per quina estranya raó hi ha persones q els hi és més fàcil jutjat i criticar que canviar el canal. Estaria bé que deixesiu disfrutar als que ens agrada i qui no que es busqui un altre cosa per veure i ho disfruti . Que sigueu feliços ❤️,"A mi em va agrada força!!. Crec que hi ha molta gent que no entén el programa. Hi ha mots éssers humans, que els hi cal molta alegria i humilitat amb aquesta vida. M’agrada el format del programa i m’encanta la fermesa del Marc( presentador). Mostra d’un humà respectuós, educat, alegre, proper…. i per la part que li toca com a restaurador molt professional.
Molt d’amor i alegria per tothom",Super be tot,Va passar el mateix al programa dels mercats de Barcelona!!!
JDC COMMENTS,https://www.instagram.com/p/CmufLwmI39n/,@a.v.j.p.2022,@a.v.j.p.2022,No me crida la atencio,"Molt be tot, senzill i molt bon emprenedor, continua així",On surt el guanyador/a?,A mi me encanta @destapatlleida y @albertcalafell,,,,
JDC COMMENTS,https://www.instagram.com/p/Cmq1JPyIiAW/,La Nadia ha votat sense criteri deixant pel terra els altres restaurants que li donen mil voltes al seu!!,La Nadia ha votat sense criteri deixant pel terra els altres restaurants que li donen mil voltes al seu!!,Me encanta aket restaurant,@canllates,Can LLATES un 10,Molt bo tot,#Can Llates molt bé.,,,
JDC COMMENTS,https://www.instagram.com/p/Cmci4Prssg-/,"El veig igualment,no amb les ganes d'abans ja que ""telicinqueja""molt, però crec que acabaré per...bufff!.","El veig igualment,no amb les ganes d'abans ja que ""telicinqueja""molt, però crec que acabaré per...bufff!.","Ja ho dit varies vegades no tots els restaurants estan en el mateix nivell i es dona preferència a les actituds del concursants abans de de fer una critica constructiva sobre la seva cuina. Crec que abans de mal puntuar un vi, millor avisar que no en sabs i deixat aconsellar pels que en saben més i si un té un restaurant lo mínim es tenir una mica de curiositat sobre el vi",@nuriiiaa.cc ❤️,"Jo trobo que es molt poc elegant puntuar tan baix als teus companys. Molt malament ha d’estar per puntuar per sota de 5. Que si el preu és car, que si es barat…que si la cuina és gran o si és petita…",La pàjara del Raco ja pot anar baixant la persiana... Pq ha quedat retratada... Mala persona pq si,"I que aquesta noia digui: k es molt bona persona…: mare meva, ni cretiri, ni educacio…. Els altres haguessin fet una bona competicio!","Aquesta vegada, el programa hauria d' haver expulsat i eliminat les seves puntuacións directament a la personatge que volia ser la protagonista d' una pelicula, ha fet una actuació pèssima de la ""El racó del  Resplandor,"" i a sobre diu que és massa bona persona  El resultat del que ha fet, segur que servirà per tenir ganes d' anar a tots els Restaurants, menys al seu. ""Enveja i malicia"", tal com ha dit la Núria Canals, que per cert, es mereix una felicitació de saber estar, educació i nivell en tots els sentits.",La concursant Nadia va ser un desastre sense cap criteri a seguir !!!,Siempre igual escogidos para crear espectaculo una impresentable que no respecta a nadie
JDC COMMENTS,https://www.instagram.com/p/CmckSBXs0rT/,"No s'ho mereixia aquesta noia el tracte denigrant rebut pels xulos de torn que no es mereixien guanyar per la seva arrogància, prepotència i xuleria. La Montse ha demostrat ser honesta i natural, amb ganes de millorar i aprendre. Una mica decebuda amb el nivell d'aquest últim programa","No s'ho mereixia aquesta noia el tracte denigrant rebut pels xulos de torn que no es mereixien guanyar per la seva arrogància, prepotència i xuleria. La Montse ha demostrat ser honesta i natural, amb ganes de millorar i aprendre. Una mica decebuda amb el nivell d'aquest últim programa",El programa cada setmana va a pitjor,"La concursant de Sta. Caterina, no em va agradar gens ni mica, poc professional, marrana i tonta!! No hi aniré mai!",@montse.rocamora @la.torna Ets la va millor!!!! T’admiro i t’estimo!!!,,,,,
JDC COMMENTS,https://www.instagram.com/p/CmcjJOSJxYJ/,"Però a veure.. nomes hi ha un bar de mercat!!.. això no es un concurs. Ha de guanyar per què no hi ha cap més.. la resta son restaurants AL mercat.. pot fer-ho bé però no em crec que no hi hagi CAP ALTRE restaurant a un mercat de Barcelona. Prou, o ho feu bé o no feu cap concurs més. Gràcies!","Però a veure.. nomes hi ha un bar de mercat!!.. això no es un concurs. Ha de guanyar per què no hi ha cap més.. la resta son restaurants AL mercat.. pot fer-ho bé però no em crec que no hi hagi CAP ALTRE restaurant a un mercat de Barcelona. Prou, o ho feu bé o no feu cap concurs més. Gràcies!",Ya llocs que per molt Bons no Anira mai.,Jo trovo que no o sa d Anar tan de sobrat i tira algu de per Terra,Sou uns cracks,Sóc del barri i compro al mercat i la veritat es que no he menjat mai en el restaurant. Està assegurat que ho farem amb família. Bravoooo,"La música del programa ha millorat molt. Avui, molt divertida, amb la música de pel·lícules. Felicitacions al que en fa la tria.",,,
JDC COMMENTS,https://www.instagram.com/p/CmgPTNFBn6p/,Al Kevin no es mareix re de re,Al Kevin no es mareix re de re,Tot i que hagi suspès. Prefereixo mil vegades anar al bar del mig que no al del kevin.  I el sap greu perquè ell no és el cuiner. Aquest tio es un prepotent.,El pitjor programa que he vist...,Doncs jo aniria a mengar qualsevol cosa. Quina noia tan maca!!! I quin mal educat aquest Kevin. Perquè el van deixar participar?,@desmoxavi,,,,
JDC COMMENTS,https://www.instagram.com/p/Cmgg4xcIKy6/,Vamoooosss!!,Vamoooosss!!,"No t’has equivocat de banda, @madxef: és Barcelona, el @portdebarcelona, i també hi tenim bons restaurants. Què et semblaria un @jocdecartestv3 al Port?",Pinotxo y la Boqueria el mejor,Jajajaja...els millors esmorzars de mercat a @dijousdemercat,Agafa apunts de @dijousdemercat q van ser els primers!!!!!!!!,I els guanyadors quan reben el premi?????,❤️❤️❤️,"Com el joc de cartes de la Boqueria, cap mes, amb en Pinotxo guanyador",
