ID ,url,firstComment,latestComments/0/text,latestComments/1/text,latestComments/2/text,latestComments/3/text,latestComments/4/text,latestComments/5/text,latestComments/6/text,latestComments/7/text,latestComments/8/text
JDC COMMENTS,https://www.instagram.com/p/Cm1W5mYo5Wo/,Joc molt brut i persones molt estrategues! Albert un 10 com a persona!,Joc molt brut i persones molt estrategues! Albert un 10 com a persona!,La explicación del servicio de su hija le hizo grande,Peró ja sé a quins restaurants no entrar a dinar,Per mi el Bmai i 2 casa jimena,"Joc de cartes, no. Joc brut",Molt joc brut com sempre,Xup xup,@degrana2 descansa k no són horas... Ajjajaja,
JDC COMMENTS,https://www.instagram.com/p/CmumE4woJky/,Som-hi @casajoan,Som-hi @casajoan,@ticusrestaurant,,,,,"Perfiiii la meva terraaaaa, conec tots el resturants!!!",,
JDC COMMENTS,https://www.instagram.com/p/CmunDO8ohD_/,"Les intros, de tant dolentes són bones.","Les intros, de tant dolentes són bones.",Como es posible que no vinierais al restaurante En Rima del hotel Cava Mastinell!!,,"@madxef els callos be, no??? Jajajajajjajajajaja",Algun listillo avui!!!! quin to mare meva.....,Massa galls al corral com se piquen entre ells,Cada setmana friso per veure la introducció del programa! De quin personatge sortirà en @joanet1981 ?,,
JDC COMMENTS,https://www.instagram.com/p/CmukW_Uopoq/,"Com t'agraden els peus de porc, eh, ""gañán""? M'encanta la cara que poses quan t'arriba el plat a taula!","Com t'agraden els peus de porc, eh, ""gañán""? M'encanta la cara que poses quan t'arriba el plat a taula!","La Omaira y el Marcos son bastante  mal rollo, Casa Jimena tiene una pinta que uffff y la chica Ana, lo hace con el alma y con mucho amor ojalá que gane",Deu ni do amb els concursants d'avui.... Deu ni do....,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Cmui5tloVnC/,Aquest Andrés a part de no ser ningú conegut en el món de la cuina i fer un menú dolentíssim només busca faltes a la resta i al programa. Mira de millorar com a persona i com a cuiner i després parles,Aquest Andrés a part de no ser ningú conegut en el món de la cuina i fer un menú dolentíssim només busca faltes a la resta i al programa. Mira de millorar com a persona i com a cuiner i després parles,Iván!!!! Estem amb tu!!,Trobo molt lleig que el programa es dediqui a comparar les persones i enfrentar-les de cara a la gent. Podeu fer molt mal. S'hauria de dedicar mes a la gastronomia i no a aquest numerets. Andres versus Ivan? Vinga home!,"@teresa.gallego.colom perfecte, si no et va agradar estupendo. Pero respecta la feina de la gent.","@teresa.gallego.colom de totes formes, si has anat, m'agradaria saber què de tot no et va agradar.",,,,
JDC COMMENTS,https://www.instagram.com/p/Cmuhf5sI6ut/,Albert un señor de 10!!,Albert un señor de 10!!,Molt carregat deia del altra. I el seu?  Semblava la  botiga xinesa del meu barri,La  Omaira hablando de orden!!!!!! No iré al restaurante de esta señora que es súper caótico,"L’Albert ha sigut molt honest, el Marcos d’Er Occità, un pel superb.",Errores garrafales en el servicio???? Me parece que fueren por ellos,"39 anys diu que té, si segur...",No  crec,Oí tant,@gerarmarzzo a cada cama jajajaja
JDC COMMENTS,https://www.instagram.com/p/CmwKJvUBqZm/,Quin notes...quina mandra‍♀,Quin notes...quina mandra‍♀,El tio aket es aixi!!,No!!!,No creieu que potser esta tot una mica guionitzat??,Sin contar el precio!!! Eso es un pastón,Quin personatge més impresentable,"@breilsantan 60 anys sent tolerant et semblen pocs! Hi ha moltes cadenes de tv en castellà. No en teniu prou? Aquest tio a casa o al carrer que parli com vulgui, però en un establiment ha de poder atendre en ambdues llengües i no li dona la gana de fer-ho. Ni que fos per la publicitat de franc que n'obté, podria mostrar una mica de consideració.","@breilsantan tria un lloc que et farem un monument a la tolerància i a l'educació. Com m'has cansat, nena. Passo!",
JDC COMMENTS,https://www.instagram.com/p/CmcnX_do6O5/,Grande OMAIRA!!!!,Grande OMAIRA!!!!,Sense cap dubte: @er_occitan!  1000ganes de veure @jocdecartestv3 avui!!!,@cosmenauta al loro aquesta nit,El millor @er_occitan,Sense cap dubte @er_ocitan....,@toni_gl1 ❤️,,,
JDC COMMENTS,https://www.instagram.com/p/Cmcn5v0IC71/,"La meva experiència al @casanova.restaurant va ser un despropòsit. Ara entenc moltes coses de les que ens van passar i perquè. Crec que els altres cuiners han estat massa pacients, generosos i educats amb l'Andres.","La meva experiència al @casanova.restaurant va ser un despropòsit. Ara entenc moltes coses de les que ens van passar i perquè. Crec que els altres cuiners han estat massa pacients, generosos i educats amb l'Andres.","No val res el menú degustació d'aquest restaurant, el producte pot ser bó però massa parafernàlia i molt voler semblar el que no és. Ho sento però no ho recomanaria mai.","He estat 2 vegades; els seus menús degustació són brutals, és tota una experiència ... És possible que no s'hagi entes el concepte.  També he estat a Casa Joan i em va agradar i vaig gaudir la seca cuina;  però són diferents conceptes.","Soberbio, egocéntrico y poco humilde... Ni a 10 euros el menú, iría a su restaurante.",@titilifusi quan parlo de concepte em refereixo a l'restaurant no a l'Andres,"@chikacurva quan jutjis plats i expliquis el per què, t'escoltarem.",,,
JDC COMMENTS,https://www.instagram.com/p/CmjFcq7IsVb/,,,@juudit.91,"Bon programa avui i amb sorpresa ,e trobat els preus una mica alts .pero es le Vall de Aran lloc molt turistic","Bon programa avui i amb sorpresa ,e trobat els preus una mica alts .pero es le Vall de Aran lloc molt turistic","Sorpresa tampoc, si ens posessim a comptar les demandes de matrimoni fetes a través de la petita pantalla...",Felicitats psrella,El dinar de la Omaia tambe interesant,M.encantsttt el menjar tambe,
JDC COMMENTS,https://www.instagram.com/p/CmtTIkKIToB/,"A 900 metres d’alçada a Vielha, tenim @eracoquela !! Aquest és el millor restaurant del món sense dubtes!!!
Tot i així, felicitats al guanyador","A 900 metres d’alçada a Vielha, tenim @eracoquela !! Aquest és el millor restaurant del món sense dubtes!!!
Tot i així, felicitats al guanyador",Decebuda amb aquest programa...té ben poc de la Val.,Felicitats campions val d'aran,"Ens va agradar molt el Restaurant de cuina oriental, ens hi deixarem caure sí venim per aquí!!! En quan al restaurant guanyador,la cuina molt elaborada, però pica una miqueta el preu. Moltes felicitats al guanyador!!!","Casa Jimena.... CHAPEAU, es l'únic lloc on aniriem!!! Pd: que obrin tb un ""restaurant"" amb cuina típica dels Massai.....",Pero no me han agradad massa,Felicitats Occitan,,
JDC COMMENTS,https://www.instagram.com/p/Cmuf-UAorS0/,"La Montse és veu bona perdona i que estima la feina, magrdst i el guanyador genial l'espai.....bon programa","La Montse és veu bona perdona i que estima la feina, magrdst i el guanyador genial l'espai.....bon programa",@jocdecartestv3 @madxef hauriau de fer un joc de cartes “els millors peus de porc de tota Catalunya”amb el q li agraden al Marc !!,Penso comjuliacay8,Vull dónar la meva enhorabona a la millor participant del programa.  La Montse de la Cuineta.Ha votar amb sinceritat i no ha fet estrategia. Una gran persona i s'ha de dir.,Els dos primers son els millors,@juliacay8 la millor en diferencia!!i a peu de cuina!!!,,,
JDC COMMENTS,https://www.instagram.com/p/CmufLwmI39n/,Atipic,Atipic,@barcentromald ☺️,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Cmq1JPyIiAW/,Us heu semat molt contra el pobre home...,Us heu semat molt contra el pobre home...,,"Per primavera, una excursió al Pallars, m han encantat tres!!!!",Like si avans de veure el programa soper per no morir de gana❤️,La Cuineta tambe molt natural i molt sencilla,,"Merescut, enhorabona @loquiosc",,
JDC COMMENTS,https://www.instagram.com/p/Cmci4Prssg-/,"Moltes gràcies a tot l’equip de @jocdecartestv3 , sou genials❤️❤️","Moltes gràcies a tot l’equip de @jocdecartestv3 , sou genials❤️❤️",@anaiscavi,"Era de llògica,  FELICITATS",,"Quan deixi de ser un programa comprat on sempre guanyen les filles de puta, ja avisareu per tornar a veure-us!",Felicitats! La única pega que li trobo és que hagi puntuat igual a la Palmira i l,@anaiscavi amb moltes ganes. S'ha de ficar data per al desembre,,
JDC COMMENTS,https://www.instagram.com/p/CmckSBXs0rT/,La abogada era como el calimero,La abogada era como el calimero,Tecnologia 5 G gastrònomica.,,@b_claville,,,,,
JDC COMMENTS,https://www.instagram.com/p/CmcjJOSJxYJ/,@nico_liebana_adv_r aquí és on vem anar amb el @keromotero i l Vanesa!,@nico_liebana_adv_r aquí és on vem anar amb el @keromotero i l Vanesa!,,"El guanyador, per mi també.",Just guanyador,"El millor restaurante El Quiosc d'acord. La millor persona , la Montse de La Cuineta",Em reservo l'opinió que tinc del senyor ramon,@sandretamoon el de la pasarela,"@pepi.manualidarte no m'hi he fixat, en aquest comentari de les dents. Potser sí que sobrava doncs.",
JDC COMMENTS,https://www.instagram.com/p/CmgPTNFBn6p/,"És un joc, per sort son guanyadors els 3 que anaven amb bona fe i an estat lleials ...lliçó magistral perque prengui bona nota els del Kokoro !!","És un joc, per sort son guanyadors els 3 que anaven amb bona fe i an estat lleials ...lliçó magistral perque prengui bona nota els del Kokoro !!","Donem fè de què en Tomàs de @restaurant_labarbacana atén amb carinyo, cuida moltíssim els clients i parla dels menjars del dia com si fos poesia ah... I una dada molt important per a nosaltres, tenen moltíssima cura amb els celíacs i la contaminació creuada. Això ens dóna confiança i tranquilitat plena",Enamorada del carácter de l anna,Santa coloma de queralt es conca dw barbera i no pas de la segarra,TONGO,El restaurant Kokoro és @kokorocervera i no el kokoro restaurant!,"@silvia_roig_or a mi en va agradar forsa el Kokoro .. Tots o van fer molt bé, llàstima q els nervis li van fer una mala  pasada... I pensó anar un dia a fer el menú del programa",,
JDC COMMENTS,https://www.instagram.com/p/Cmgg4xcIKy6/,El millor... La samarreta del Sebas,El millor... La samarreta del Sebas,Ganes anar al @barcentromald,,"Molt bon programa ,les concursans be i els plats i el preu fantasticccccc","Al principio me dijo mi marido ui ya verás, 4 mujeres... Pero no!! Jugaron muy bien y no rebuscaron imperfecciones!! El tarannà me encantó.",Si és el puto amo es diu i no passa res,@barcentromald genials!,"Ens ha encantat el tarannà de la Nadia i el Sebas,total .AMB ganes de venir ...some day",
JDC COMMENTS,https://www.instagram.com/p/CmcWpSqoB2s/,Pero Marc q guapo estás de Romano ....con todos los programas q he visto de joc y nunca vi estas intros como el de las motos .la burbuja dorada etc....son muy divertidos,Pero Marc q guapo estás de Romano ....con todos los programas q he visto de joc y nunca vi estas intros como el de las motos .la burbuja dorada etc....son muy divertidos,"Marc, qui et tenia que dir que faries una de romans!!!",Boníssim!!!,@xatiros,"M'ha agradat , però que el programa acabi a les 12' 15 de la matinada..........qui pot rendir l'endemà ?? Mai serem com els demés països europeus .",Jajaja sóc fan d'aquestes intros!,Aquestes estones son una meravella!,Jajaja que flipada!! Brutaaaaaaal!!!,Esteu com un llum!!! i m’encantaaaa
JDC COMMENTS,https://www.instagram.com/p/CmYvSu2o9yh/,Brutal,Brutal,,,@nobadiscervera @braseriaalzina @kokorocervera visitat..aviat @restaurant_labarbacana,Moltes felicitats a tots. Grandissim programa. Amb ganes de visitar-vos a tots.,"Moltes gràcies!  El plaer va ser nostre. Gaudir aquesta experiència, amb un equip com el vostre!  Sou fantàstics!",,,
JDC COMMENTS,https://www.instagram.com/p/CmcfXWhP3U1/,"@madxef @jocdecartestv3 feu cas a l""audiència, comença massa tard i jo ho haig de mirar-ho online...","@madxef @jocdecartestv3 feu cas a l""audiència, comença massa tard i jo ho haig de mirar-ho online...",Si tinc son me'ls gravo i el veig un altre dia. Tv3 a la carta.,Per que no s'emet despres del telenoticies? Em llevo cap a les 5 del mati i em quedo clapant abans que comenci,Visca lo Pallars!!♥️,"Si lo pusieran antes tendría más audiencia, se duerme uno en el sofá.",Acaba tard? Potser si peró jo no puc deixar de mirar i de menjar fins el final!!!! BRUTAL!!!,"D'acord amb @castorcillo, acaba molt tard i és difícil poder veure acabar el programa......","Acaba molt tard, l'horari de la temporada d'estiu era millor... Aquesta temporada no podem acabar un programa, ens quedem adormits al sofà.",
JDC COMMENTS,https://www.instagram.com/p/CmchR_HtcCU/,@bellido.jonathan @carlosamaropereira @juuliarm @bosch876,@bellido.jonathan @carlosamaropereira @juuliarm @bosch876,Sóc adicta total! Me'ls he vist tots des de la 1a temporada. Me'ls gravo i repeteixo! Busco els participants a Instagram i a xarxes. Bona guia per saber on anar -i on no!.,,❤️,t.esperem,,,,
JDC COMMENTS,https://www.instagram.com/p/CmMsPMOMsEX/,Un poco sucia no,Un poco sucia no,"La Sandra queda retratada amb la seva actitud, curcursants com ella no ens calen, molt lleig tot plegat",Sandra t equivoques,Menuda!,No deixeu que els participants faiguin trampes. Després no anirem al seu restaurants,@alenakriliki quin fàstic em va fer,,,
JDC COMMENTS,https://www.instagram.com/p/CmWK-9MNI2x/,@silvicg16,@silvicg16,,@cristivoivod @alfonsmirada,@txell07 !!!!!,Algu em pot dir vom baixar-lo a app store?No hi ha manera de cercar-lo x descarregar la app‍♀️.merci,@gmla_ana @botellita_de_leche por si no lo sabiais!,Para cuando la siguiente cena???,,
JDC COMMENTS,https://www.instagram.com/p/CmOgwfLsyQj/,"Quina hipocressia i falset.... eh.... Sandra? i després vas de lleial i de FALS victimisme ( llagrimetes d'Aligator...), tu vas emmerdar'ho tot desde el principi....i després et queixaves?? FALSA...i MAL... moooolt MAL concursant!!! I qui sap...si de persona tb....( Jo...ho tinc mes que clar!!!). Pd: No ens hi veuràs pas. Pd: Content...per no veure't guanyar","Quina hipocressia i falset.... eh.... Sandra? i després vas de lleial i de FALS victimisme ( llagrimetes d'Aligator...), tu vas emmerdar'ho tot desde el principi....i després et queixaves?? FALSA...i MAL... moooolt MAL concursant!!! I qui sap...si de persona tb....( Jo...ho tinc mes que clar!!!). Pd: No ens hi veuràs pas. Pd: Content...per no veure't guanyar",Els mals participants es retratan,Y dejaban el camión ha 500 metros y venían caminando para el restaurante jiji la comida será buena pero para venir la tele anda que se ha esmerado en limpiar!! Y de recuerdo queso quemado,Jo penso que le Diana no es correcte un 6 si el menja ere tant booo Felicitats al Jacob,"Sandra que sobrada i que mala concursant, quina poca honestedat i humilitat... i això que tu dius que els altres són uns falsos... vols dir que són els altres els falsos?? Però si fins i tot en Marc t'ha posat una nota lamentable... La teva actitud ho diu tot...","Vols dir Diana que era necessari actua d’aquesta manera? Molt bon menjar i un excel•lent per la labor de la teva germana, però tu com a persona deixes molt que desitjar. Un 10 per al Jacob per la seva senzillesa, humilitat i per ser fidel i vota segons el que creia en tot moment. Molt legal! Ja tinc ganes de provar la pizza amb la massa de cervesa. Confirmo que el pop Xavi és boníssim i samare molt bona cambrera",La Sandra ha creat tensió i s'ha transmès al programa. Crea incomoditat . Molt bé per a la resta!,En Jacob es mereixia més de un 6... Això és una jugada del @restaurant_el_bistrot !!!! Felicitats també a  @la_beerreria  sens dubte una parada assegurada! Ben cuinat!,
